"title","species","cultivar","treatment","curve_no","ci","a","measurement_co2_micromol_mol_1","n","doy","measurement_time","setting","latitude","longitude","soil_type","growth_fertilization","experiment_fertilization","growth_watering","mean_annual_rainfall_mm","experiment_watering","growth_day_length_h","growth_ppfd","measurement_ppfd","growth_rh_day_pcntj","growth_rh_night_pcntj","measurement_rh_pcntj","growth_vpd","measurement_vpd_k_pa","growth_t_day","growth_t_night","mean_growth_season_t","max_growth_season_t","min_growth_season_t","measurement_t","growth_co2_day_micromol_mol_1","growth_co2_night_micromol_mol_1","gs_growth_ca","leaf","gas_exchange_equipment"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",128,96.8893834725628,38.6082883227421,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",128,119.25438549898,41.8510796492852,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",128,144.239396745463,44.0310550326238,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",128,177.091345761371,45.4704968520191,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",128,263.30126691268,46.8099237102838,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",128,564.195475377036,47.9973311952018,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",128,NA,NA,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",128,NA,NA,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,5.29417339857873,14.1495387426076,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,20.3672767918442,25.9755234230218,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,36.5108231550708,34.9141840695556,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,68.2049384890471,37.9706820293493,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,113.686062853352,38.8087397783904,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,149.22271056188,39.5822388309841,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,181.610513874353,40.0980758141702,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,258.527571641575,39.1494227623306,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,386.517555330944,42.0681170378186,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",129,783.702894711914,43.0386830413975,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",130,14.1916583126703,12.1446639624826,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",130,17.8353600926729,22.4338145888864,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",130,35.8980857716939,31.7522012475754,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
"Photosynthesis of C3 C3-C4 and C4 grasses at glacial CO2.","Chloris gayana",".","CO2a 400",130,59.7627389277452,37.0192521010358,"50,75,100,150,200,300,400,500,800,1400","3",".","10-14:00","growth chamber",".",".","locally collected","normal","normal","normal",".",".",".","900","1800","70","70",".",".","1.7-2.4","27","17",".",".",".","27","400","400",".","youngest fully expanded","LI-6400XT"
